xn76, 209, 7, 139.71684166666665, 35.661525
xn05, 1, 1, 135.24492, 34.434538333333336
xpss, 19, 2, 141.35005333333334, 43.06420833333333
ww96, 1, 1, 114.48516166999998, 37.06123617
wx4g, 1674, 421, 116.46180833000001, 39.94591333333334
ws0t, 8, 3, 113.31056166666667, 23.41472
xn0t, 6, 1, 135.84008833333334, 34.68223833333333
rcjr, 46, 3, 176.21368332999998, -38.135872170000006
xpsm, 13, 1, 141.00736945, 43.089127833333336
wx4d, 20, 8, 116.31816167, 39.89535832999999
ws7g, 2, 1, 118.06065283000001, 24.452121670000004
tsks, 1, 1, 74.0933695, 24.621258333333333
9q9j, 67, 2, -122.25592000000002, 37.52419167000001
xn0w, 6, 1, 135.80589166666667, 34.88971333333333
sv3h, 50, 1, 35.447655, 30.336288333333332
ttng, 1, 1, 77.23048333333334, 28.656145
xn7r, 3, 1, 139.85908666666666, 36.55128666666667
wecn, 55, 5, 114.13649716666667, 22.276483333333335
te7u, 6, 1, 72.87433666666666, 18.98515
wx4u, 4, 2, 116.60942833333333, 40.0786445
u8vz, 1, 1, 30.625988333333332, 50.455263333333335
ws0d, 10, 2, 113.26822, 22.989028330000004
rckm, 1, 1, 174.73225333, -36.926238330000004
svc6, 5, 1, 35.543245, 32.784211666666664
xps4, 9, 2, 140.82112166666667, 42.56651333333333
w7jz, 78, 3, 109.49638333333333, 18.2116
ttnf, 38, 4, 77.210245, 28.6438
xpv2, 27, 1, 142.48208666666667, 43.76817833333333
